goal	rule	score
p6(a95, a14, a20, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, X7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a22, a14, a35, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a31, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a35, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a2, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a22, a14, a20, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a17, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a12, a14, a12, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X50, a0)	p3(a85, a0)	0
p8(X80)	p8(a11)	0
p6(a10, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a61, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a55, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a74, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a48, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a60, a14, a60, a92)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a55, a55, a55, a28)	0
p6(a48, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X5, a74, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a36, a1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a31, a31, a55, a28)	0
p6(a14, a14, X5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a14, X4, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, a20, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a47, a85, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a10)	p4(a55, X0) :- p3(X0, X9)	0
p6(X0, a11, X5, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a7, a14, a45, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a33)	p4(a55, X0) :- p3(X0, X9)	0
p6(X0, a15, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a35, a14, a15, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a46, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a49, a14, a7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a93)	p4(a55, X0) :- p3(X0, X9)	0
p6(a23, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a49, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a42, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a35, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a91, a14, a91, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a25, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, a57, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a0, a0, a55, a28)	0
p6(X0, a4, a85, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a23, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a36, X6)	0
p4(X0, a38)	p4(a16, X5) :- p5(a10, X5)	0
p6(a7, a14, a85, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a61, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a52, a85, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a67)	p4(a16, X5) :- p5(a10, X5)	0
p6(a85, a48, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p8(X80)	p8(a46)	0
p6(a33, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a17, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a22, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a41, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a0)	p4(a55, X0) :- p3(X0, X9)	0
p6(a13, a14, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a51, a51, a55, a28)	0
p6(X0, a96, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a5, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a65, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X1, X1, a55, a28)	p1(a18, a0, a0, a55, a28)	0
p6(a33, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, X1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a99, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a57, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a11, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a45, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a17, a14, a98, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, X5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a25, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, a11, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a95, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a68, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a81, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a48, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a53, a53, a55, a28)	0
p4(X0, a2)	p4(a55, X0) :- p3(X0, X9)	0
p6(a95, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a1, a14, a0, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a90, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a61, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a1, a14, a36, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a88, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a14, a10, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, X8, X8, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a19, a14, a12, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a10, a14, a11, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a49, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a36, a87)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a90, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a19, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a15, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a49, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p0(X7)	p0(X5) :- p3(X5, a0), p1(a18, X5, X5, a55, a28), p7(X5)	0
p6(X0, a11, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a7, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a10, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a23, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a15, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a10, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a62, a14, a23, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a10, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a46)	p4(a55, X0) :- p3(X0, X9)	0
p6(a20, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, X1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a36, a1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a48, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a10, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p0(X0)	p0(X5) :- p3(X5, a0), p1(a18, X5, X5, a55, a28), p7(X5)	0
p6(a14, a14, a17, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a20, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a88)	p4(a55, X0) :- p3(X0, X9)	0
p6(a1, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a99, a14, a99, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a95, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a67, a14, a36, a12)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a47)	p4(a16, X5) :- p5(a10, X5)	0
p6(X0, a2, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X50, a0)	p3(a24, a0)	0
p6(a85, a10, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a80, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a12, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a25, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a12, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a68)	p4(a16, X5) :- p5(a10, X5)	0
p6(a62, a14, a4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a61, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a13, a14, a99, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a88, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a7, a85, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a0, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a24)	p4(a55, X0) :- p3(X0, X9)	0
p6(a0, a14, a5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a10, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a46, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a11, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a22, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a62, a14, a16, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a36, X1, X1, X7)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a31, X0)	0
p6(X1, X1, X2, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a80, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X5, a81, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, X7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a21, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, X1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X5, a47, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a10, a85, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a16, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, X7)	p4(a16, X5) :- p5(a10, X5)	0
p6(a7, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, a13, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p0(X1)	p0(X5) :- p3(X5, a0), p1(a18, X5, X5, a55, a28), p7(X5)	0
p6(a61, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a17, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a16, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a49, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a57, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a82)	p4(a16, X5) :- p5(a10, X5)	0
p6(a0, a14, a2, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a83, a14, a36, a25)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a20, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a60, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a52, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a11)	p4(a55, X0) :- p3(X0, X9)	0
p4(X2, a80)	p4(a16, X5) :- p5(a10, X5)	0
p6(a62, a14, a5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a35, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p8(X80)	p8(a23)	0
p4(X0, a37)	p4(a55, X0) :- p3(X0, X9)	0
p6(a90, a14, a4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a32, a14, a36, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a57, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a45, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a12, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
